"name","description","longitude","latitude","address"
"Ogof Dydd Byraf",,"-3.1129475","53.060215","Aber Sychnant, LL11 3DE, United Kingdom"
"Shortest Day Cave",,"-3.1129475","53.060215","Aber Sychnant, LL11 3DE, United Kingdom"
"Minera Cave",,"-3.1082742","53.05837","Aber Sychnant, LL11 3DE, United Kingdom"
"Ogof Henwheliwr Fach",,"-3.1082742","53.05837","Aber Sychnant, LL11 3DE, United Kingdom"
"Ogof Llyn Du",,"-3.1082742","53.05837","Aber Sychnant, LL11 3DE, United Kingdom"
"Cabin Shaft",,"-3.1025803","53.057434","Minera Mines Busy Bee Shaft, United Kingdom"
"Grand Turk Passage",,"-3.1025803","53.057434","Minera Mines Busy Bee Shaft, United Kingdom"
"Llyn Du Cavern",,"-3.1025803","53.057434","Minera Mines Busy Bee Shaft, United Kingdom"
"Ceiriog Cavern",,"-3.0948486","52.928955","Castle Mill, Chirk, Wales, LL14 5BL, United Kingdom"
"Llanymynech Ogo",,"-3.0898633","52.79258","Llanymynech Golf Course, Bronwylfa, Llanymynech, England, SY10 8LB, United Kingdom"
"Kynaston's Cave",,"-2.9087145","52.767677","Nesscliffe Hill Country Park, United Kingdom"
"Nesscliff Cave",,"-2.9087145","52.767677","Nesscliffe Hill Country Park, United Kingdom"
"Cave",,"-2.6357512","52.648632","Eyton on Severn, England, SY5 6PW, United Kingdom"
"St. David's Caves 1-10",,"-5.3144407","51.901867","St David's Head, SA62 6PS, United Kingdom"
"Sea Caves",,"-5.308468","51.88688","Porthselau Beach, United Kingdom"
"Penlledwen Cave",,"-5.3047028","51.90093","Pembrokeshire Coast Path, St Davids, Wales, SA62 6PS, United Kingdom"
"Pendine Bone Cave",,"-4.562072","51.741165","Marsh Road, Pendine, Wales, SA33 4PA, United Kingdom"
"Ogof Craig Ddu resurgence",,"-4.4284115","51.763863","High Street, Laugharne, Wales, SA33 5LU, United Kingdom"
"Rock Arch",,"-5.2981057","51.891262","Craig-yr-Awel, Pembrokeshire Coast Path, St Davids, Wales, SA62 6PY, United Kingdom"
"Llanstephan Sea 6",,"-4.4160576","51.758873","Lords Park Farm, Llansteffan, Wales, United Kingdom"
"Abereiddi Sea Cave No.1",,"-5.211316","51.938007","Abereiddy Promontory Fort, Llanrhian Road, Croes-goch, Wales, SA62 5BQ, United Kingdom"
"St. Elvis",,"-5.1770535","51.86397","Porth y Bwch Defended Enclosure, Main Street, Solva, Wales, SA62 6XA, United Kingdom"
"Llanstephan Sea Caves 2 3",,"-4.398813","51.7616","Scott's House, Old Road, Llansteffan, Wales, SA33 5JJ, United Kingdom"
"Maidenhall Point Caves",,"-5.116127","51.841095","Welsh Road, Nolton Haven, Wales, SA62 6BD, United Kingdom"
"Cwmtydu Cave",,"-4.4073205","52.192497","Cwmtydu Beach, United Kingdom"
"Sea Cave",,"-5.107717","51.775932","Settlands Hill, Little Haven, Wales, SA62 3LA, United Kingdom"
"Mynyddygarreg Cave",,"-4.2596183","51.76019","Tŷ-Mynydd, Horeb Road, Meinciau, Wales, SA17 4NL, United Kingdom"
"Ogofau Hengoed",,"-4.2520328","51.76937","Meinciau Road, Meinciau, Wales, SA17 4SL, United Kingdom"
"Broad Haven Sea Caves 1 & 2",,"-5.1055465","51.77599","Haven Fort Hotel, Settlands Hill, Broad Haven, Wales, SA62 3JY, United Kingdom"
"Ogof-y-Cae",,"-4.238887","51.7966","Maes-y-Berllan, Llangyndeyrn, Wales, SA17 5BL, United Kingdom"
"Cottage Spring",,"-4.2345657","51.78841",
"Sea Caves",,"-5.1043763","51.8075","Druidstone Hotel, Welsh Road, HAVERFORDWEST, Wales, SA62 3NE, United Kingdom"
"Capel Dyddgen Sink",,"-4.2315946","51.781094","Llangyndeyrn, Wales, United Kingdom"
"Crwbin Cave No 1",,"-4.223566","51.793247","Heol Dyddgen, Llangyndeyrn, Wales, SA17 5DP, United Kingdom"
"Monkton Cave",,"-4.9247417","51.67879","Pembroke Castle, Castle Walk, Pembroke, Wales, SA71 4NY, United Kingdom"
"Wogan Cavern",,"-4.920552","51.677303","Pembroke Castle, Castle Walk, Pembroke, Wales, SA71 4NY, United Kingdom"
"Ogof Nant Hyfryd",,"-4.206399","51.79807","Crwbin Quarry, United Kingdom"
"Pwll y Wratch",,"-4.7699885","52.071224","Witch's Cauldron, United Kingdom"
"Ogof Serth",,"-4.1643453","51.80879","Garnffrwd Trout Fishery, United Kingdom"
"Carreggwylan Cave",,"-4.7660613","52.07851","Pembrokeshire Coast Path, Moylgrove, Wales, SA43 3BU, United Kingdom"
"Ogof y Wern",,"-4.1478553","51.803696","Capel Seion Road, Drefach, Wales, SA15 5AT, United Kingdom"
"Ceibwr Bay Cave No.2",,"-4.7608347","52.077778","Ceibwr Beach, United Kingdom"
"Ogof Drawsddu",,"-4.1087418","51.818745","Clos Y Gorlan, Foelgastell, Wales, SA14 7EE, United Kingdom"
"Ogof Pwll Trwyth",,"-4.0812783","51.821033","Coetir Bach Farm Airstrip, Maesybont, Gorslas, Wales, SA14 7NF, United Kingdom"
"Hoyle's Mouth Cave",,"-4.732416","51.670097","Trefloyne Park Golf Club, Longbury, Penally, Wales, SA70 7RH, United Kingdom"
"Owl's Wood Cave",,"-4.07429","51.8221","Blaenpant Farm, Maesybont, Wales, United Kingdom"
"Merlin's Cave",,"-4.697002","51.670467","Rock House, St. Julian's Street, Tenby, Wales, SA70 7BH, United Kingdom"
"Ogof Lee",,"-4.068394","51.82486","Blaenpant Farm, Maesybont, Wales, United Kingdom"
"Ogof Mawr",,"-4.0669026","51.823986","Blaenpant Farm, Maesybont, Wales, United Kingdom"
"Cave of Edi the Giant",,"-4.045596","51.73803","Saint Edith's Church, Church Road, Llanedi, Wales, SA4 0YS, United Kingdom"
"Ogof Ger Y Sarn",,"-3.9233909","51.84624","Nant Gwythwch, United Kingdom"
"Dig",,"-3.9233966","51.846375","Nant Gwythwch, United Kingdom"
"Pal y Cwrt Doline 1",,"-3.9232829","51.848812","Glyn-llydan, Wales, United Kingdom"
"Pal y Cwrt 1",,"-3.9229121","51.84693","Nant Gwythwch, United Kingdom"
"Sinc Y Pant",,"-3.922104","51.845676","Nant Gwythwch, United Kingdom"
"Sink",,"-3.9221067","51.848473","Glyn-llydan, Wales, United Kingdom"
"Cave",,"-3.920503","51.844902","Nant Gwythwch, United Kingdom"
"Ogof Uwch Y Ffordd",,"-3.9123662","51.849197","Glyn-llydan, Wales, United Kingdom"
"Ogof C Noddam",,"-3.912104","51.849174","Glyn-llydan, Wales, United Kingdom"
"Ogof Uwch Y Gorlan Isaf",,"-3.9103353","51.849583","Glyn-llydan, Wales, United Kingdom"
"Dig at Rift",,"-3.907992","51.848415",
"Sink and Dig",,"-3.9079206","51.85016",
"Dig",,"-3.9065545","51.847385",
"Ogof Rhos Eilio",,"-3.9059997","51.847656",
"Horseshoe Dig",,"-3.9026306","51.847637","Tair Carn Uchaf, SA19 9RU, United Kingdom"
"Pwll Cwm Sych",,"-3.9026306","51.847637","Tair Carn Uchaf, SA19 9RU, United Kingdom"
"Spring",,"-3.891679","51.852726","Blaen-Cennen, Wales, SA19 9RT, United Kingdom"
"Dig",,"-3.8672318","51.85565","Clogau Mawr, Wales, SA19 9RR, United Kingdom"
"Ogof Dan yr Odyn",,"-3.865075","51.857574","Clogau Mawr, Wales, SA19 9RR, United Kingdom"
"Cave above Dan Yr Odyn",,"-3.8649228","51.857407","Clogau Mawr, Wales, SA19 9RR, United Kingdom"
"Clogau Bach Cave 2",,"-3.8615384","51.85809","Clogau Bach, Wales, SA19 9NY, United Kingdom"
"Cave",,"-3.8597217","51.858055","Clogau Bach, Wales, SA19 9NY, United Kingdom"
"Ogof Gilmor",,"-3.8571157","51.856487","Cwar Michael, Wales, SA19 9NY, United Kingdom"
"Ogof Tro'r Gwew",,"-3.8565364","51.85652","Cwar Michael, Wales, SA19 9NY, United Kingdom"
"Troir Gwew",,"-3.8565364","51.85652","Cwar Michael, Wales, SA19 9NY, United Kingdom"
"Ogof Y Clogau",,"-3.8561325","51.85694","Cwar Michael, Wales, SA19 9NY, United Kingdom"
"Ars Ole",,"-3.8559759","51.857018","Cwar Michael, Wales, SA19 9NY, United Kingdom"
"Cuckoo Bend Resurgence",,"-3.8527138","51.85856","Tro'rgwcw, Wales, SA19 9NY, United Kingdom"
"Ogof Cachie",,"-3.8502793","51.85692","Pant-y-drefnewydd, Wales, SA19 9NY, United Kingdom"
"Deadend Cave",,"-3.8498912","51.857723","Pant-y-drefnewydd, Wales, SA19 9NY, United Kingdom"
"Ogof Pant Y Dref Newydd Mawr",,"-3.8490224","51.85707","Pant-y-drefnewydd, Wales, SA19 9NY, United Kingdom"
"Carreg Cennen Caves (12)",,"-3.9355054","51.854504","Carreg Cennen Castle, Heol-y-Cwrt, Trap, Wales, SA19 6TT, United Kingdom"
"Dig",,"-3.8445935","51.85708","Black Mountain Quarries, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Palebnya",,"-3.9273868","51.846317","Llygad Llwchwr - Source of the River Loughor, Heol-y-Cwrt, Trap, Wales, SA19 6TT, United Kingdom"
"Cave of the Snowy Wind",,"-3.8430023","51.850838","Pen Rhiw-Wen, Wales, SA19 9PA, United Kingdom"
"Dead Horse Dig",,"-3.8430023","51.850838","Pen Rhiw-Wen, Wales, SA19 9PA, United Kingdom"
"Herberts Dig",,"-3.8430023","51.850838","Pen Rhiw-Wen, Wales, SA19 9PA, United Kingdom"
"Ogof Gwynt yr Eira",,"-3.8430023","51.850838","Pen Rhiw-Wen, Wales, SA19 9PA, United Kingdom"
"Ogof Pen Rhiw Wen No. 7",,"-3.8430023","51.850838","Pen Rhiw-Wen, Wales, SA19 9PA, United Kingdom"
"Ogof Y Nant",,"-3.84314","51.854557","Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Sinc Ger y Ffordd",,"-3.8430398","51.854595","Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Pen Rhiw Wen Sink",,"-3.8427308","51.85272","Black Mountain Quarries, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Silica Pot",,"-3.8427308","51.85272","Black Mountain Quarries, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Pwll Pen Rhiw Wen",,"-3.8426425","51.850914","Pen Rhiw-Wen, Wales, SA19 9PA, United Kingdom"
"Peat Dig",,"-3.842346","51.850765","Pen Rhiw-Wen, Wales, SA19 9PA, United Kingdom"
"Sink",,"-3.8421283","51.85148","Black Mountain Quarries, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Dead Sheep Pot",,"-3.8418636","51.850334","Pen Rhiw-Wen, Wales, SA19 9PA, United Kingdom"
"Cave",,"-3.8410847","51.855434","Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Ogof Pant Y Ffynnon",,"-3.8410425","51.85547","Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"No.6 Cave",,"-3.8401737","51.85233","Black Mountain Quarries, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Lower Herberts Quarry Cave",,"-3.8393035","51.85342","Waypoint #1, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Snail Cave",,"-3.838098","51.853413","Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Ogof Foel Fawr",,"-3.8377438","51.852913","Foel Fawr, Wales, SA19 9PA, United Kingdom"
"Easter Cave",,"-3.837303","51.853497","Waypoint #4, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Ogof Pasg",,"-3.837303","51.853497","Waypoint #4, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Careg Lwyd Cave",,"-3.8365347","51.854248","Beneath your feet, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Ogof Careg Llwyd",,"-3.8365347","51.854248","Beneath your feet, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Pot Hole",,"-3.8363736","51.852783","Foel Fawr, Wales, SA19 9PA, United Kingdom"
"Toby's Dig",,"-3.8356724","51.853035","Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Ogof Dan Y Chwarel",,"-3.835553","51.854736","Waypoint #6, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Ogof Vas De Frense",,"-3.835553","51.854736","Waypoint #6, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Dig above quarry",,"-3.8347309","51.853096","Waypoint #3, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Redbrick Cave",,"-3.83233","51.8544","Waypoint #3, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Resurgence",,"-3.8302765","51.853893","Waypoint #3, Black Mountain Quarries Walk, Wales, SA19 9PA, United Kingdom"
"Sink",,"-3.8267543","51.85154","Moel Gornach, Wales, SA19 9PA, United Kingdom"
"Dig",,"-3.8245702","51.852104","Moel Gornach, Wales, SA19 9PA, United Kingdom"
"Cave",,"-3.8241746","51.85166","Moel Gornach, Wales, SA19 9PA, United Kingdom"
"Spring",,"-3.820576","51.815018","Tŵn y Môch, SA9 2WN, United Kingdom"
"Guineas Cave",,"-3.8201404","51.847397","Moel Gornach, Wales, SA19 9PA, United Kingdom"
"Moel Gornach rising",,"-3.81806","51.848373","Moel Gornach, Wales, SA19 9PA, United Kingdom"
"Sink in shakehole",,"-3.814675","51.851574","Afon Clydach, United Kingdom"
"Swallow Hole",,"-3.8133373","51.85152","Afon Clydach, United Kingdom"
"Arm Pit",,"-3.813181","51.853054","Afon Clydach, United Kingdom"
"Spring",,"-3.8039572","51.813026","Ruined lime kilns, Pen y Graig Road, Cefn-bryn-brain, Wales, SA9 2YS, United Kingdom"
"Ogof Dan Y Lleaud Wen",,"-3.8046515","51.852535","Dan Y Lleuad Wen, Heol y Gelli, Wales, SA19 9PG, United Kingdom"
"Dig",,"-3.8042188","51.854424","Blaenclydach, Wales, SA19 9PE, United Kingdom"
"Blaen Y Cylchau Pot",,"-3.8033607","51.85439","Dan Y Lleuad Wen, Heol y Gelli, Wales, SA19 9PG, United Kingdom"
"Blaen Y Cilchau Cave 1",,"-3.8008976","51.853798","Blaen y Cylchau, Wales, SA19 9PE, United Kingdom"
"Matthews Cave",,"-3.800404","51.854897","Blaen y Cylchau, Wales, SA19 9PE, United Kingdom"
"Ogof Foel Fraith 1",,"-3.800404","51.854897","Blaen y Cylchau, Wales, SA19 9PE, United Kingdom"
"Pwll Foel Fraith",,"-3.7999542","51.85272","Pwll Swnd, United Kingdom"
"Cave",,"-3.7996984","51.848854","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Razor Pot",,"-3.7995615","51.848335","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Llynfell Pot",,"-3.7988703","51.83938","Cefn Carn-Fadog, SA9 2XY, United Kingdom"
"Arthur's Pot",,"-3.7992218","51.848557","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Ogof Tepod",,"-3.7990375","51.849396","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Ogof T-Pot",,"-3.7990375","51.849396","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Ogof Serra Pelada",,"-3.798761","51.84537","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Pwll Gilliam",,"-3.7985742","51.8487","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Dolphin Hole",,"-3.7985997","51.851524","Pwll Swnd, United Kingdom"
"Swallow Hole",,"-3.79853","51.851597","Pwll Swnd, United Kingdom"
"Llynfell Sink",,"-3.7980058","51.839905","Cefn Carn-Fadog, SA9 2XY, United Kingdom"
"Ogof Pwll Swnd",,"-3.7981865","51.849903","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Pot in Shakehole",,"-3.7980146","51.846317","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Pot Hole",,"-3.797843","51.850754","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Dig in shakehole",,"-3.7977705","51.850754","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Dig Sink",,"-3.7970552","51.850296","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Forgotten Cave",,"-3.7970593","51.850395","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Scud Pot",,"-3.7967393","51.849655","Ogof Pwll Swnd, South Wales Traverse (off piste), Wales, SA19 9UR, United Kingdom"
"Sawdde Fechan Resurgence 2",,"-3.7947881","51.85462","Blaen y Cylchau, Wales, SA19 9PE, United Kingdom"
"Dig in shakehole",,"-3.7917056","51.84136","Nant y Llyn, United Kingdom"
"Ogof Blaen Llynfell 2",,"-3.789538","51.85222","Blaenllynfell, United Kingdom"
"Blaen Llynfell Sink",,"-3.789508","51.852203","Blaenllynfell, United Kingdom"
"Ffrwd Ar Dwrch",,"-3.7859235","51.83134","Pen yr Helyg, Wales, SA9 2XY, United Kingdom"
"Ffrydiau Twrch Resurgence",,"-3.7859235","51.83134","Pen yr Helyg, Wales, SA9 2XY, United Kingdom"
"Cwm Twrch Resurgence",,"-3.7832575","51.82558","Afon Twrch, United Kingdom"
"Sink in shakehole",,"-3.78277","51.85475","Godre'r Garreg Las, Wales, SA19 9TN, United Kingdom"
"Ffrwd Las Resurgence",,"-3.7807267","51.832787","Pen yr Helyg, Wales, SA9 2XY, United Kingdom"
"Dig",,"-3.7793143","51.873524","Twyn Swnd, Wales, SA19 9UR, United Kingdom"
"Ogof Y Gigfran",,"-3.778061","51.876736","Carreg Yr Ogof, SA19 9UR, United Kingdom"
"Ravens Cave",,"-3.778061","51.876736","Carreg Yr Ogof, SA19 9UR, United Kingdom"
"Carreg Yr Ogof No. 2",,"-3.7774901","51.876995","Carreg Yr Ogof, SA19 9UR, United Kingdom"
"CYO 2",,"-3.7774901","51.876995","Carreg Yr Ogof, SA19 9UR, United Kingdom"
"Shepherds Hole",,"-3.7774901","51.876995","Carreg Yr Ogof, SA19 9UR, United Kingdom"
"Ogof Carreg Yr Ogof",,"-3.7762294","51.879288","Carreg Yr Ogof, SA19 9UR, United Kingdom"
"Limbo Hole",,"-3.774895","51.87824","Carreg Yr Ogof, SA19 9UR, United Kingdom"
"Carreg Yr Ogof Cave 4",,"-3.774643","51.87811","Carreg Yr Ogof, SA19 9UR, United Kingdom"
"Wet Sink 2 - North East",,"-3.7736676","51.88101","Mawnog Tyle Du, Wales, SA19 9UR, United Kingdom"
"Ogof Y Garimpeiros",,"-3.7736208","51.880928","Mawnog Tyle Du, Wales, SA19 9UR, United Kingdom"
"Carreg Yr Ogof Sink 3",,"-3.7729745","51.879642","Mawnog Tyle Du, Wales, SA19 9UR, United Kingdom"
"Wet Sink 1",,"-3.7729745","51.879642","Mawnog Tyle Du, Wales, SA19 9UR, United Kingdom"
"Dig in Shakehole",,"-3.7719452","51.876377","Waun Bwdel, Wales, SA19 9UW, United Kingdom"
"East Sinks",,"-3.771339","51.879066","Waun Bwdel, Wales, SA19 9UW, United Kingdom"
"White Death Sink",,"-3.7710068","51.879116","Waun Bwdel, Wales, SA19 9UW, United Kingdom"
"Pwll Cynrig",,"-3.7696118","51.86616","Twrch Fechan, United Kingdom"
"Bwlch Y Ddeuwynt Sink",,"-3.7664628","51.841022","Bwlch y Ddeuwynt, Wales, SA9 2QL, United Kingdom"
"Spring",,"-3.7559435","51.83929","Bwlch y Ddeuwynt, Wales, SA9 2QL, United Kingdom"
"Ogof Diwedd Yr Enfys",,"-3.7476804","51.858685","Nany Gwili-foel, SA19 9UN, United Kingdom"
"Banwen Gwys Sink",,"-3.7460337","51.849907","Carreg Lem, Wales, SA9 1XL, United Kingdom"
"Gwys Resurgence",,"-3.7370539","51.857647",
"Ogof Tri Cam",,"-3.7367086","51.85999",
"Three Step Cave",,"-3.7367086","51.85999",
"Dig",,"-3.735998","51.857372",
"Swallow Hole",,"-3.735464","51.855953","Pwll y Cig, United Kingdom"
"Ogof Carreg Lem",,"-3.7350395","51.848316","Carreg Lem, Wales, SA9 1XL, United Kingdom"
"Dig near Twyn Tal Draenen 1",,"-3.7344174","51.8563","Pwll y Cig, United Kingdom"
"Sinc y Giedd - Sink 2",,"-3.7285874","51.847027","Sinc y Giedd, SA9 1XL, United Kingdom"
"Ogof Twll Tal Ddraenen",,"-3.734081","51.857376","Pwll y Cig, United Kingdom"
"Hole near Twll Tal Ddraenen",,"-3.734071","51.85749","Pwll y Cig, United Kingdom"
"Giedd low flow sink",,"-3.7263136","51.850204","Pwll y Cig, United Kingdom"
"Ogof Dewi Sant Sink",,"-3.7261708","51.852547","Pwll y Cig, United Kingdom"
"Resurgence below Ogof Un Cam",,"-3.7317665","51.859497","Afon Giedd, United Kingdom"
"Echo Pot",,"-2.23028","54.12804","Echo Pot, Silverdale Road, Stainforth, England, BD24 9PN, United Kingdom"
"Psilomene Pot",,"-2.24821","54.14223","Dale Head, Silverdale Road, Stainforth, England, BD24 9PN, United Kingdom"
"Aven Entrance",,"-2.39893","54.17658","Meregill Hole Aven Entrance, Low Sleights Road, Chapel le Dale, England, LA6 3AR, United Kingdom"
"Little Meregill",,"-2.39885","54.1766","Meregill Hole Aven Entrance, Low Sleights Road, Chapel le Dale, England, LA6 3AR, United Kingdom"
"Hunt Pot",,"-2.26758","54.16171","Hunt Pot, Foxup Road, Horton in Ribblesdale, England, BD24 0EU, United Kingdom"
"Black Shiver Pot",,"-2.40444","54.17395","Black Shiver Pot, God's Bridge, Ingleton, England, LA6 3JG, United Kingdom"
"Jackdaw Hole",,"-2.29317","54.17182","Jackdaw Hole, Langstroth Dale Road, Horton in Ribblesdale, England, BD24 0JG, United Kingdom"
"Knacker Trapper Hole",,"-2.3911","54.18138","Braithwaite Wife Hole, Low Sleights Road, Chapel le Dale, England, LA6 3AR, United Kingdom"
"Penyghent Long Churn",,"-2.29162","54.17345","Penyghent Long Churn, Langstroth Dale Road, Horton in Ribblesdale, England, BD24 0JG, United Kingdom"
"Black Reef Cave",,"-2.34761","54.20995","Battywife Beck, LA6 3AS, United Kingdom"
"Winshaw Gill Pot",,"-2.34219","54.21678","Gearstones, Ingleton, England, LA6 3AT, United Kingdom"
"Sunset Hole (Dry)",,"-2.39669","54.17859","Sunset Hole, Low Sleights Road, Chapel le Dale, England, LA6 3AR, United Kingdom"
"Sweetwater Hole",,"-2.40012","54.1781","Mere Gill Lake, United Kingdom"
"Hallam Moss Cave",,"-2.40237","54.17557","Black Shiver Moss, LA6 3JE, United Kingdom"
"Broken Spring Pot",,"-2.4667","54.19415","Simpson Pot, Turbary Road, England, LA6 3PH, United Kingdom"
"Greensett Cave",,"-2.38885","54.23465","Greensett Cave, Kirkby Gate, Ingleton, England, LA6 3AU, United Kingdom"
"Pikedaw Calamine Caverns",,"-2.19145","54.07174","Pikedaw Calamine Caverns, Cove Road, Malham, England, BD24 9PT, United Kingdom"
"Attermire Cave",,"-2.24578","54.07404","Attermire Scar, BD24 9LD, United Kingdom"
"Victoria Cave",,"-2.24888","54.08104","Victoria Cave, Stockdale Lane, Settle, England, BD24 9LD, United Kingdom"
"Calf Pot",,"-2.45842","54.20395","Bull Pot, Turbary Road, England, LA6 3PH, United Kingdom"
"Dig",,"-3.6922178","51.838474","Pwll Dwfn, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Dig in Shakehole",,"-3.691802","51.8359","Pwll Dwfn, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Dig on Cribarth",,"-3.6893106","51.82324","Nant y Gwared, SA9 1GL, United Kingdom"
"Tunnel Cave Top",,"-3.6894016","51.835365","Pwll Dwfn, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Step Cave",,"-3.6891935","51.83213","Show cave, Wales, SA9 1GJ, United Kingdom"
"Caves in cliff",,"-3.6884046","51.830444","Show cave, Wales, SA9 1GJ, United Kingdom"
"Blokes Dig",,"-3.6884081","51.837135","Cwm Haffes, SA9 1GJ, United Kingdom"
"Edward's Dig",,"-3.6884081","51.837135","Cwm Haffes, SA9 1GJ, United Kingdom"
"Ogof Haffes",,"-3.6884081","51.837135","Cwm Haffes, SA9 1GJ, United Kingdom"
"Bone Cave",,"-3.6878083","51.83118","Show cave, Wales, SA9 1GJ, United Kingdom"
"Ogof Yr Esgyrn",,"-3.6878083","51.83118","Show cave, Wales, SA9 1GJ, United Kingdom"
"Yr Ogof",,"-3.6878083","51.83118","Show cave, Wales, SA9 1GJ, United Kingdom"
"Yr Ogof Ganol",,"-3.6878083","51.83118","Show cave, Wales, SA9 1GJ, United Kingdom"
"Cliff of the Cave",,"-3.6873906","51.830494","Show cave, Wales, SA9 1GJ, United Kingdom"
"Dan Yr Ogof Resurgence",,"-3.6873906","51.830494","Show cave, Wales, SA9 1GJ, United Kingdom"
"Dan-yr-Ogof",,"-3.6873906","51.830494","Show cave, Wales, SA9 1GJ, United Kingdom"
"Tarren yr Ogof",,"-3.6873906","51.830494","Show cave, Wales, SA9 1GJ, United Kingdom"
"Under the Cave",,"-3.6873906","51.830494","Show cave, Wales, SA9 1GJ, United Kingdom"
"Dan Yr Ogof Tourist Entrance",,"-3.6873252","51.830685","Show cave, Wales, SA9 1GJ, United Kingdom"
"Tunnel Cave Lower Cavers Entrance",,"-3.6869686","51.831623","Dan-Yr-Ogof, Show cave, Wales, SA9 1GJ, United Kingdom"
"Cathedral Cave",,"-3.686554","51.831406","Dan-Yr-Ogof, Show cave, Wales, SA9 1GJ, United Kingdom"
"Spring",,"-3.6848006","51.81165","Pen y Cae, Wales, SA9 1FA, United Kingdom"
"Hospital Cave",,"-3.6852243","51.82378","Craig-y-Nôs Castle, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"Waterfall Cave",,"-3.6852243","51.82378","Craig-y-Nôs Castle, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"Dig in Quarry",,"-3.684816","51.83539","Cwm Haffes, SA9 1GP, United Kingdom"
"Cribarth Fault Fissures",,"-3.682674","51.820763","Craig-y-Nôs Castle, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"Cave",,"-3.6822438","51.820904","Craig-y-Nôs Castle, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"Craig Y Nos Quarry Cave",,"-3.681958","51.821796","Craig-y-Nôs Castle, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"Hospital Rising",,"-3.680002","51.827724","Afon Llynfell, SA9 1GL, United Kingdom"
"Badger Hole",,"-3.6775224","51.828945","Afon Llynfell, SA9 1GL, United Kingdom"
"Eglwys Caradoc",,"-3.677276","51.82895","Afon Llynfell, SA9 1GL, United Kingdom"
"Cave - Entrance 2",,"-3.6765363","51.82857","Afon Llynfell, SA9 1GL, United Kingdom"
"Craig y Rhiwarth Cave II",,"-3.675744","51.82756","Craig-y-nos Country Park, United Kingdom"
"Eglwys Caradog Cave",,"-3.675744","51.82756","Craig-y-nos Country Park, United Kingdom"
"Gwyn Arms Rising",,"-3.675485","51.834263","Cwm Haffes, SA9 1GP, United Kingdom"
"Ogof Glan Byfre",,"-3.6747553","51.836117","The Gwyn Arms, Heol Callwen, Wales, SA9 1GR, United Kingdom"
