"name","description","longitude","latitude","address"
"Black Spring",,"-3.6737926","51.82229","Ogof Ffynnon Ddu (OFD) bottom entrance, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"Black Well",,"-3.6737926","51.82229","Ogof Ffynnon Ddu (OFD) bottom entrance, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"Ffynnon Ddu",,"-3.6737926","51.82229","Ogof Ffynnon Ddu (OFD) bottom entrance, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"OFD Resurgence",,"-3.6737926","51.82229","Ogof Ffynnon Ddu (OFD) bottom entrance, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"Pen Twyn Farm Resurgence",,"-3.6733744","51.816486","Pen-y-cae, Tyrysgol Penwyllt Turn, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"OFD 1",,"-3.6731155","51.823593","Ogof Ffynnon Ddu (OFD) bottom entrance, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"Pwll Coediog",,"-3.673067","51.83364","Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Downey's Cave",,"-3.6722705","51.825855","Ogof Ffynnon Ddu (OFD) bottom entrance, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"Ogof Pant Canol",,"-3.6710417","51.824802","Ogof Ffynnon Ddu (OFD) bottom entrance, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"Powell's Cave",,"-3.670135","51.825005","Ogof Ffynnon Ddu (OFD) bottom entrance, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"Powell's Cave 2nd Entrance",,"-3.670135","51.825005","Ogof Ffynnon Ddu (OFD) bottom entrance, Brecon Road, Pen y Cae, Wales, SA9 1FQ, United Kingdom"
"Ogof Coed Cae",,"-3.6698196","51.818832","Nant Ffynon-fawr, United Kingdom"
"Ogof-Yr-Ardd",,"-3.669662","51.818493","Nant Ffynon-fawr, United Kingdom"
"Craig Y Rhiwarth Spring 2",,"-3.6699245","51.829906","Penwyllt, Wales, SA9 1GF, United Kingdom"
"Whiskey Aven",,"-3.668842","51.826145","The Stump, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Dig near Whiskey Aven",,"-3.6684833","51.826252","The Stump, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Whiskers Cave",,"-3.668101","51.826904","The Stump, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Cave Behind Ty Mawr",,"-3.6674953","51.829754","Penwyllt, Wales, SA9 1GF, United Kingdom"
"Caves near Ty Mawr",,"-3.6674953","51.829754","Penwyllt, Wales, SA9 1GF, United Kingdom"
"Foxhole",,"-3.6662817","51.82558","The Stump, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Sink",,"-3.665722","51.82771","Penwyllt, Wales, SA9 1GF, United Kingdom"
"Dig behind Stump 1",,"-3.6654272","51.824837","The Stump, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Shakehole Dig",,"-3.6647005","51.817726","Nant Ffynon-fawr, United Kingdom"
"Stump Hole",,"-3.6648324","51.825233","The Stump, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Dig in shakehole",,"-3.664013","51.827805","Penwyllt, Wales, SA9 1GF, United Kingdom"
"Lost Cave at old bridge",,"-3.6640108","51.83011","Penwyllt Stone Quarry, United Kingdom"
"Ogof Gweath Brics",,"-3.6625168","51.824223","The Stump, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Large choked Sink",,"-3.662006","51.8269","South Wales Caving Club, Heol Callwen, Wales, SA9 1GQ, United Kingdom"
"Small Rift",,"-3.6617682","51.824387","South Wales Caving Club, Heol Callwen, Wales, SA9 1GQ, United Kingdom"
"Keyhole Cave",,"-3.6613019","51.82433","South Wales Caving Club, Heol Callwen, Wales, SA9 1GQ, United Kingdom"
"Brickworks Quarry Cave",,"-3.661274","51.824753","South Wales Caving Club, Heol Callwen, Wales, SA9 1GQ, United Kingdom"
"Wheelbarrow Dig",,"-3.661274","51.824753","South Wales Caving Club, Heol Callwen, Wales, SA9 1GQ, United Kingdom"
"The Horseless Carriage Dig",,"-3.661337","51.828438","Penwyllt Stone Quarry, United Kingdom"
"Deep Rift",,"-3.6609216","51.82464","South Wales Caving Club, Heol Callwen, Wales, SA9 1GQ, United Kingdom"
"Small Solution Tube",,"-3.6605918","51.827908","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Small Dig",,"-3.6601105","51.826656","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Solution Tube in Wall",,"-3.659682","51.826843","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Rift in Cwmdwr Quarry",,"-3.6595402","51.826935","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Cwmdwr Quarry Cave",,"-3.659439","51.82734","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Ogof Ffynnon Ddu Cwm Dwr Entrance",,"-3.659439","51.82734","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Solution tube in Cwmdwr",,"-3.659402","51.827118","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Dan Y Chwarel",,"-3.6592667","51.82739","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Hole in the wall dig",,"-3.6589704","51.828014","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Gents Dig",,"-3.6577961","51.827652","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Ladies Dig",,"-3.6577961","51.827652","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Ogof Y Dynion",,"-3.6577961","51.827652","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Dig above TGO",,"-3.6576517","51.830826","Penwyllt Stone Quarry, United Kingdom"
"Dig north of Twll Gwynt Oer",,"-3.6576023","51.83146","Penwyllt Stone Quarry, United Kingdom"
"Cold Wind Hole",,"-3.657555","51.830566","Penwyllt Stone Quarry, United Kingdom"
"Twll Gwynt Oer",,"-3.657555","51.830566","Penwyllt Stone Quarry, United Kingdom"
"Zach's dig",,"-3.6574101","51.828205","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Clive's Dig - near stile",,"-3.657068","51.82679","Cwm Dwr (OFD), Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Large Doline",,"-3.656324","51.82431","South Wales Caving Club, Heol Callwen, Wales, SA9 1GQ, United Kingdom"
"Ogof y Ffordd",,"-3.6532578","51.82934","Ogof y nos hir, Ogof Ffynnon Ddu (OFD) top entrance, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Aeroplane Hole",,"-3.6528366","51.830124","Ogof y nos hir, Ogof Ffynnon Ddu (OFD) top entrance, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Dig near cutting",,"-3.6526172","51.83087","Wern Quarry, United Kingdom"
"OFD 2",,"-3.6504939","51.829956","Ogof y nos hir, Ogof Ffynnon Ddu (OFD) top entrance, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"OFD Top Entrance",,"-3.6504939","51.829956","Ogof y nos hir, Ogof Ffynnon Ddu (OFD) top entrance, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Ogof Nos Hir",,"-3.6504939","51.829956","Ogof y nos hir, Ogof Ffynnon Ddu (OFD) top entrance, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Wern Pot",,"-3.6500862","51.830315","Ogof y nos hir, Ogof Ffynnon Ddu (OFD) top entrance, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Engine House Dig",,"-3.6497197","51.8322","Wern Quarry, United Kingdom"
"Solution Tube 2",,"-3.6494656","51.83319","Wern Quarry, United Kingdom"
"Weighbridge Quarry Dig",,"-3.6493576","51.83341","Wern Quarry, United Kingdom"
"Weighbridge Quarry Cave - Upper",,"-3.6491983","51.83342","Wern Quarry, United Kingdom"
"Resurgence",,"-3.6445088","51.836163","Nant Byfre, United Kingdom"
"Small pot below Babysitters dig",,"-3.6416006","51.836422","Nant Byfre, United Kingdom"
"Babysitters Dig",,"-3.641273","51.836193","Nant Byfre, United Kingdom"
"Pwll Meillion",,"-3.641273","51.836193","Nant Byfre, United Kingdom"
"Hot Air Mine",,"-3.6408854","51.83352","Nant Byfre, United Kingdom"
"Hole North of Hot Air Mine",,"-3.6397436","51.834045","Nant Byfre, United Kingdom"
"Dig near Hot Air Mine",,"-3.6393683","51.833305","Carreg Cadno, SA9 1GQ, United Kingdom"
"Razor Blade Pot",,"-3.637948","51.836563","Nant Byfre, United Kingdom"
"Dig",,"-3.6373663","51.83453","Carreg Cadno, SA9 1GQ, United Kingdom"
"Hole in Depression",,"-3.6369135","51.835255","Carreg Cadno, SA9 1GQ, United Kingdom"
"Quarry with 3 holes",,"-3.636539","51.833733","Carreg Cadno, SA9 1GQ, United Kingdom"
"Dig in Shakehole",,"-3.6362944","51.834183","Carreg Cadno, SA9 1GQ, United Kingdom"
"Hole in floor",,"-3.6363237","51.83499","Carreg Cadno, SA9 1GQ, United Kingdom"
"Steel Drum Dig",,"-3.6361756","51.83612","Carreg Cadno, SA9 1GQ, United Kingdom"
"Dig with spoil pile",,"-3.6358845","51.83409","Carreg Cadno, SA9 1GQ, United Kingdom"
"Dai Hunts Dig",,"-3.6356244","51.83572","Carreg Cadno, SA9 1GQ, United Kingdom"
"Old dig",,"-3.635124","51.83393","Carreg Cadno, SA9 1GQ, United Kingdom"
"Pwll Byfre",,"-3.6351838","51.837185","Nant Byfre, United Kingdom"
"Firebeater Hill Dig 3",,"-3.6349475","51.83467","Carreg Cadno, SA9 1GQ, United Kingdom"
"Chas Jays Old Dig",,"-3.631153","51.835705","Carreg Cadno, SA9 1GQ, United Kingdom"
"Hole near path",,"-3.6310356","51.834454","Carreg Cadno, SA9 1GQ, United Kingdom"
"Lost Valley Digs",,"-3.6306326","51.82732","Carreg Cadno, SA9 1GQ, United Kingdom"
"Dig against Limestone Wall",,"-3.6306431","51.834442","Carreg Cadno, SA9 1GQ, United Kingdom"
"Peter Francis' Dig",,"-3.629145","51.835957","Carreg Cadno, SA9 1GQ, United Kingdom"
"The Chasm (1)",,"-3.6271937","51.821693",
"Dig in Rift",,"-3.627613","51.834934","Carreg Cadno, SA9 1GQ, United Kingdom"
"Chas's New Dig",,"-3.6256816","51.833298","Carreg Cadno, SA9 1GQ, United Kingdom"
"Ogof Carreg Cadno",,"-3.6256816","51.833298","Carreg Cadno, SA9 1GQ, United Kingdom"
"Dig west of Ogof Carreg Cadno",,"-3.6256845","51.833378","Carreg Cadno, SA9 1GQ, United Kingdom"
"Ogof Derw",,"-3.6120617","51.83069","Pant Mawr, Heol Tir-Lan, Wales, SA11 5UR, United Kingdom"
"Pant Mawr Sink",,"-3.6111522","51.833668","Pant Mawr, Heol Tir-Lan, Wales, SA11 5UR, United Kingdom"
"Fan Fraith Pot",,"-3.6109874","51.832706","Pant Mawr, Heol Tir-Lan, Wales, SA11 5UR, United Kingdom"
"Shaft 2 Near Ogof Hebog",,"-3.6049268","51.83084","Fforest Fawr, United Kingdom"
"Ogof o Flaen-y-Waun",,"-3.6048703","51.832108","Pant Mawr, Heol Tir-Lan, Wales, SA11 5UR, United Kingdom"
"Falcon Cave 2",,"-3.6035597","51.83076","Fforest Fawr, United Kingdom"
"Ogof Hebog 2",,"-3.6035597","51.83076","Fforest Fawr, United Kingdom"
"Ogof Sanna",,"-3.6025028","51.824696","Fforest Fawr, United Kingdom"
"Eighteenth Hole",,"-3.598361","51.812225",
"Dig in shakehole",,"-3.5960443","51.817276",
"Crowbar Hole",,"-3.5957518","51.81967",
"Ogof Llyn Fach",,"-3.5954247","51.81411",
"Ogof Triachwech",,"-3.5959294","51.832085","Nant y Cwm, CF44 9JG, United Kingdom"
"Ogof Cul No 2",,"-3.594926","51.821354",
"Ogof Cul 5",,"-3.5948102","51.820126",
"Ogof Cul Rift",,"-3.5947404","51.821026",
"18th Hole",,"-3.5933058","51.814083","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Hole 18",,"-3.5933058","51.814083","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Productus Pot",,"-3.5933058","51.814083","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Pwll Pindar",,"-3.5931716","51.816864","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Maes y Gawnen Pots",,"-3.5925639","51.813618","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Pwll Maes-y-Gawnen",,"-3.5925639","51.813618","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Blaen Nedd Uchaf Sink",,"-3.5926561","51.82734",
"Pwll Maes Y Gawnen Sink",,"-3.5917106","51.81328","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Cave in small quarry",,"-3.5909579","51.814564","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Lewis's Pot",,"-3.59118","51.827457",
"Resurgence",,"-3.5892909","51.826557",
"Blaen Nedd Uchaf Resurgence",,"-3.589262","51.826557",
"Coed-Y-Garreg Rising (North)",,"-3.588725","51.825737",
"Sarn Helen Sink North",,"-3.5860765","51.813545","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Pwll Derwen",,"-3.5841606","51.804417","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Dry Way Dig",,"-3.5821686","51.80759","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Gwib",,"-3.581908","51.80843","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Wandering Cave",,"-3.581908","51.80843","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Igam Ogam",,"-3.5817604","51.80836","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Zig-zag Cave",,"-3.5817604","51.80836","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Cwm Nedd Rift",,"-3.581507","51.803192","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Berthlwyd (in error)",,"-3.5816133","51.80623","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Owl Cave",,"-3.5816133","51.80623","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Birwir Sychryd Resurgence",,"-3.5799305","51.759342","Changing Area, Coed-y-Rhaidyr, Pontneddfechan, Wales, SA11 5NB, United Kingdom"
"Sink and Dig",,"-3.7058527","51.843212","Afon Haffes, SA9 1GJ, United Kingdom"
"Dig",,"-3.7058918","51.844246","Afon Haffes, SA9 1GJ, United Kingdom"
"Sink",,"-3.704972","51.82644","Pwll y Cawr shake hole, SA9 1GL, United Kingdom"
"Dig in dry valley",,"-3.7051697","51.840885","Carreg Goch, SA9 1GJ, United Kingdom"
"Pwll Porth Ddu",,"-3.705169","51.84125","Carreg Goch, SA9 1GJ, United Kingdom"
"Spring",,"-3.7035975","51.806164","Abercrave Inn, Heol Tawe, Abercraf, Wales, SA9 1XS, United Kingdom"
"Dig",,"-3.7038548","51.81606","Cribarth, SA9 1TJ, United Kingdom"
"Dig",,"-3.704161","51.829166","Pwll y Cawr shake hole, SA9 1GL, United Kingdom"
"Sink",,"-3.7040772","51.84194","Afon Haffes, SA9 1GJ, United Kingdom"
"Cave",,"-3.7041113","51.842842","Afon Haffes, SA9 1GJ, United Kingdom"
"Swallow Hole",,"-3.7030387","51.824425","Pwll y Cawr shake hole, SA9 1GL, United Kingdom"
"Dig in shakehole on Black Mountain",,"-3.702771","51.83772","Pwll Dwfn, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Ogof Ar Ol Dyffros",,"-3.7019887","51.84468","Afon Haffes, SA9 1GJ, United Kingdom"
"Cave",,"-3.7005143","51.821747","Pwll y Cawr shake hole, SA9 1GL, United Kingdom"
"Pwll Y Wydden Fach",,"-3.69979","51.82447","Pwll y Cawr shake hole, SA9 1GL, United Kingdom"
"Dig on Black Mountain",,"-3.7003567","51.83759","Pwll Dwfn, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Pwll Y Wydden Sink",,"-3.699016","51.828197","Pwll y Cawr shake hole, SA9 1GL, United Kingdom"
"Cave in escarpment",,"-3.699114","51.84198","Cwm Haffes, SA9 1GJ, United Kingdom"
"Fox Holes",,"-3.6989162","51.843277","Afon Haffes, SA9 1GJ, United Kingdom"
"Cribarth Slot",,"-3.6966872","51.81566","Cribarth, SA9 1TJ, United Kingdom"
"Harvey's Hole",,"-3.6970844","51.83665","Pwll Dwfn, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Cribarth Sink",,"-3.696369","51.81839","Cribarth, SA9 1TJ, United Kingdom"
"Cave in Rift",,"-3.6971643","51.839542","Pwll Dwfn, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Cave on fault",,"-3.6966372","51.837105","Pwll Dwfn, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Ogof Ddyn Gryf",,"-3.6950288","51.81747","Cribarth, SA9 1TJ, United Kingdom"
"Strong Man Cave",,"-3.6950288","51.81747","Cribarth, SA9 1TJ, United Kingdom"
"Pont Sychryd Resurgence",,"-3.5799305","51.759342","Changing Area, Coed-y-Rhaidyr, Pontneddfechan, Wales, SA11 5NB, United Kingdom"
"Resurgence 11A",,"-3.5799305","51.759342","Changing Area, Coed-y-Rhaidyr, Pontneddfechan, Wales, SA11 5NB, United Kingdom"
"Y Berwi",,"-3.5799305","51.759342","Changing Area, Coed-y-Rhaidyr, Pontneddfechan, Wales, SA11 5NB, United Kingdom"
"Ogof Cwm Huw Bwb No.2",,"-3.5813684","51.803375","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Cwm Hew Bwb",,"-3.5809302","51.80329","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"The Great Chasm",,"-3.5809302","51.80329","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Pont Sychryd",,"-3.5793765","51.759243","Changing Area, Coed-y-Rhaidyr, Pontneddfechan, Wales, SA11 5NB, United Kingdom"
"Railway Tunnel Cave",,"-3.5810866","51.811073","White Lady Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"White Lady Cave",,"-3.5810866","51.811073","White Lady Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Arcade Cave",,"-3.5810568","51.81105","White Lady Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Town Drain",,"-3.5810568","51.81105","White Lady Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Blaen Nedd Isaf Resurgence",,"-3.5812635","51.81695","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Little River Neath Dry Gorge",,"-3.5804024","51.80271","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Cwm Pwll Y Rhyd Bach",,"-3.580697","51.811962","Pwll Y Rhyd Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Nut Tree Hole",,"-3.5802372","51.800064","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Pwll-y-Coeden Gnau",,"-3.5802372","51.800064","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Pwll-y-Coed Nedd",,"-3.5802498","51.800423","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Deep Pot",,"-3.6947799","51.834805","Pwll Dwfn, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Pwll Dwfn",,"-3.6947799","51.834805","Pwll Dwfn, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Dig near Pwll Dwfn",,"-3.6942434","51.83598","Pwll Dwfn, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Dig near Ogof Ffynnon Dewi Sant",,"-3.6931098","51.832066","Pwll Dwfn, Heol Callwen, Wales, SA9 1GR, United Kingdom"
"Ogof Clarwydden",,"-3.580253","51.80051","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Pwll Clarwydden",,"-3.580253","51.80051","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Sinc y Llwybr",,"-3.5802593","51.800694","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Tectonic Rift",,"-3.580363","51.803658","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Cwm Pwll-y-Rhyd",,"-3.5805845","51.81206","Pwll Y Rhyd Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Pwll y Rhyd",,"-3.5805845","51.81206","Pwll Y Rhyd Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Pwll y Rhyd Extensions",,"-3.5805876","51.812153","Pwll Y Rhyd Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Little River Neath Lesser Sink South 2",,"-3.5805292","51.812557","Pwll Y Rhyd Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Cragen",,"-3.580031","51.80038","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Shell Cave",,"-3.580031","51.80038","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Yoh",,"-3.5803561","51.81175","Pwll-y-rhyd, Heol Calch, Wales, SA11 5US, United Kingdom"
"Badger Cave",,"-3.5804203","51.813583","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Badger Hole",,"-3.5804203","51.813583","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof y Cyfraniad",,"-3.5803156","51.812256","Pwll Y Rhyd Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Disappointment Spring South",,"-3.5797772","51.79935",
"Ffynnon Siom De",,"-3.5797772","51.79935",
"Little Badger Cave",,"-3.5802708","51.81346","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Cadno Fach",,"-3.579645","51.79971","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Cas",,"-3.579652","51.79992","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Drionglog",,"-3.5801542","51.81427","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"The Triangular Cave",,"-3.5801542","51.81427","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Little River Neath Main Sink",,"-3.5801573","51.81436","Bridge Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Cagoule",,"-3.5795302","51.796844",
"Disappointment Cave",,"-3.5795655","51.799515","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Siom",,"-3.5795655","51.799515","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Fox Cave",,"-3.579559","51.799747","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Pont Cwm Nedd Sink",,"-3.5796232","51.801582","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Corryn Cawraidd",,"-3.58005","51.81544","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Ogof Nantes",,"-3.580053","51.815533","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Little Neath River Cave Flood Entrance",,"-3.5800626","51.8158","Little neath River Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Cwm Nedd Rising",,"-3.5796108","51.8033","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Unnamed Rising",,"-3.5792644","51.797955",
"Pant Mawr Resurgence R1",,"-3.579166","51.79846",
"Tarddiad y Pant Mawr R1",,"-3.579166","51.79846",
"Ogof Cwbl Hardd",,"-3.579169","51.79855",
"The Wholly Beautiful Cave",,"-3.579169","51.79855",
"Little Neath River Cave Resurgence R2",,"-3.579035","51.796787",
"Pwll Ddu",,"-3.5788467","51.79679",
"Berthlwyd Boundary Swallet",,"-3.5787935","51.804398","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Berthlwyd Swallet",,"-3.5777028","51.806393","Zig Zag Cave, Heol Calch, Wales, SA11 5US, United Kingdom"
"Fireplace Hole",,"-3.5759802","51.759495","Sychryd Cascade, SA11 5NB, United Kingdom"
